,title,reviews,stars
560,Steaklovers destination,"My experience at Nusr-et was really good. Nice welcoming, friendly staff. Food made to our liking. The Şaşlık was super tasty and fresh.",5
561,Tasty!!! Delicious!!!,"They make the best hamburger in Istanbul!
Price is not expensive
I would visit it again 
I visit the grand bazar restaurant",5
562,Excellent for just one try,"It was my second time in Nusret.
I should confess that the first time was more attractive to me.
First time I went there, the atmosphere and style caught my eye . I had fun and of course the quality of food was good.
This...time I focus  on quality .
My steak was still was good but just good and very expensive for istanbul.
I recommend this restaurant highly for just one visit which is worthy to seeMore",4
563,Way better than expected!!,"Although I was afraid that it would be a rather overrated restaurant, it was excellent. The food was delicious, and the service exceptional. It was crowded, but somehow the stuff managed to find a table for everyone in a few minutes.
The meat was great,...and the fried onion the waiter proposed was delicious (definitely try it if you're going).More",5
564,Real good!,We had a lovely night out in the city and this restaurant was soo good. It was crowded and full of energy and we really loved it. Definitely recommend this restaurant to everyone.,5
565,what a disgrace,The prices have doubled up while the quantity  and quality of the food deteriorated. DISAPPOINTED 😡😡,2
566,Way overrated!,Despite the hype and the great ambience the food was quite overrated! The meat was too fatty and was not properly cooked to our order. The service was great and the team were super helpful and friendly.,3
567,Great Dining Experience,"I have visited Nusret inside the Grand Bazaar and also at the main location in Istanbul. Each time I have visited these restaurants I have never left disappointed. We have tried the lamb chops with fries, a steak dish, a hamburger, salad, etc. Everything has...always tasted fresh and the service is very good. When dining don't miss trying the baklava with vanilla ice cream. It's not to be missed and tastes really good. I will keep returning when visiting Istanbul.More",5
568,MUST VISIT,"We came here twice because on our first visit we only tried one menu since we are still full from our previous meal. On both visit, we ordered an onion flower, the first one sure tasted better because the second one is very oily I...can feel it on my throat, we didnt finish that. Moving on, overall we tried three courses:
1. Kuzu kafes (lamb) --> you got the slicing show if u order this 
2. Dana kaburga
3. Nusret special (if im not mistaken)

I think dana kaburga and nusret special are my two favs and will def order again if i come back to turkey. Both meet are SUPER SOFT, i didnt even use the knife to cut it!! But I think my best choice would be the nusret special because it is less oily and how its mixed with the bread and the smell of the butter is a perfect combination!! Also, I saw a lot of people ordering it so it must be one of their specials. of course we closed our meal with baklava!! this is my fav baklava out of many baklavas i tried in turkey, combined with the ice cream ugh so good and fresh!! I went there twice (weekdays tho) and no queue (the place is huge, the one near grand bazar)!! Plus value because the waiters are handy and fast so your table will not be dirty. 

I def recommend everyone to try this!! i think the price is still reasonable (they have variety of price) considering how good the food is and the overall experience.More",5
569,dinner twice - once near the Grand Bazar outlet and next at the main Nusret,"Food at the Grand Bazar outlet was wonderful (true to the old Nusret I knew) as was the service - the time and attention and recommendations was so good. The only downside is they dont serve liquor. At the main Nusret, it is a herding...of people - poor service and no time for the guests. One is made to feel lucky to have been given a table and food. The main Nusret I knew from yester years was one of excellent food and service and welcoming. Recommend go to the smaller Nusret outlets - will be very good and usually u will not have to make a reservation though advance reservation is recommended. .More",4
570,Steaklovers destination,"My experience at Nusr-et was really good. Nice welcoming, friendly staff. Food made to our liking. The Şaşlık was super tasty and fresh.",5
571,Tasty!!! Delicious!!!,"They make the best hamburger in Istanbul!
Price is not expensive
I would visit it again 
I visit the grand bazar restaurant",5
572,Excellent for just one try,"It was my second time in Nusret.
I should confess that the first time was more attractive to me.
First time I went there, the atmosphere and style caught my eye . I had fun and of course the quality of food was good.
This...time I focus  on quality .
My steak was still was good but just good and very expensive for istanbul.
I recommend this restaurant highly for just one visit which is worthy to seeMore",4
573,Way better than expected!!,"Although I was afraid that it would be a rather overrated restaurant, it was excellent. The food was delicious, and the service exceptional. It was crowded, but somehow the stuff managed to find a table for everyone in a few minutes.
The meat was great,...and the fried onion the waiter proposed was delicious (definitely try it if you're going).More",5
574,Real good!,We had a lovely night out in the city and this restaurant was soo good. It was crowded and full of energy and we really loved it. Definitely recommend this restaurant to everyone.,5
575,what a disgrace,The prices have doubled up while the quantity  and quality of the food deteriorated. DISAPPOINTED 😡😡,2
576,Way overrated!,Despite the hype and the great ambience the food was quite overrated! The meat was too fatty and was not properly cooked to our order. The service was great and the team were super helpful and friendly.,3
577,Great Dining Experience,"I have visited Nusret inside the Grand Bazaar and also at the main location in Istanbul. Each time I have visited these restaurants I have never left disappointed. We have tried the lamb chops with fries, a steak dish, a hamburger, salad, etc. Everything has...always tasted fresh and the service is very good. When dining don't miss trying the baklava with vanilla ice cream. It's not to be missed and tastes really good. I will keep returning when visiting Istanbul.More",5
578,MUST VISIT,"We came here twice because on our first visit we only tried one menu since we are still full from our previous meal. On both visit, we ordered an onion flower, the first one sure tasted better because the second one is very oily I...can feel it on my throat, we didnt finish that. Moving on, overall we tried three courses:
1. Kuzu kafes (lamb) --> you got the slicing show if u order this 
2. Dana kaburga
3. Nusret special (if im not mistaken)

I think dana kaburga and nusret special are my two favs and will def order again if i come back to turkey. Both meet are SUPER SOFT, i didnt even use the knife to cut it!! But I think my best choice would be the nusret special because it is less oily and how its mixed with the bread and the smell of the butter is a perfect combination!! Also, I saw a lot of people ordering it so it must be one of their specials. of course we closed our meal with baklava!! this is my fav baklava out of many baklavas i tried in turkey, combined with the ice cream ugh so good and fresh!! I went there twice (weekdays tho) and no queue (the place is huge, the one near grand bazar)!! Plus value because the waiters are handy and fast so your table will not be dirty. 

I def recommend everyone to try this!! i think the price is still reasonable (they have variety of price) considering how good the food is and the overall experience.More",5
579,dinner twice - once near the Grand Bazar outlet and next at the main Nusret,"Food at the Grand Bazar outlet was wonderful (true to the old Nusret I knew) as was the service - the time and attention and recommendations was so good. The only downside is they dont serve liquor. At the main Nusret, it is a herding...of people - poor service and no time for the guests. One is made to feel lucky to have been given a table and food. The main Nusret I knew from yester years was one of excellent food and service and welcoming. Recommend go to the smaller Nusret outlets - will be very good and usually u will not have to make a reservation though advance reservation is recommended. .More",4
580,Steaklovers destination,"My experience at Nusr-et was really good. Nice welcoming, friendly staff. Food made to our liking. The Şaşlık was super tasty and fresh.",5
581,Tasty!!! Delicious!!!,"They make the best hamburger in Istanbul!
Price is not expensive
I would visit it again 
I visit the grand bazar restaurant",5
582,Excellent for just one try,"It was my second time in Nusret.
I should confess that the first time was more attractive to me.
First time I went there, the atmosphere and style caught my eye . I had fun and of course the quality of food was good.
This...time I focus  on quality .
My steak was still was good but just good and very expensive for istanbul.
I recommend this restaurant highly for just one visit which is worthy to seeMore",4
583,Way better than expected!!,"Although I was afraid that it would be a rather overrated restaurant, it was excellent. The food was delicious, and the service exceptional. It was crowded, but somehow the stuff managed to find a table for everyone in a few minutes.
The meat was great,...and the fried onion the waiter proposed was delicious (definitely try it if you're going).More",5
584,Real good!,We had a lovely night out in the city and this restaurant was soo good. It was crowded and full of energy and we really loved it. Definitely recommend this restaurant to everyone.,5
585,what a disgrace,The prices have doubled up while the quantity  and quality of the food deteriorated. DISAPPOINTED 😡😡,2
586,Way overrated!,Despite the hype and the great ambience the food was quite overrated! The meat was too fatty and was not properly cooked to our order. The service was great and the team were super helpful and friendly.,3
587,Great Dining Experience,"I have visited Nusret inside the Grand Bazaar and also at the main location in Istanbul. Each time I have visited these restaurants I have never left disappointed. We have tried the lamb chops with fries, a steak dish, a hamburger, salad, etc. Everything has...always tasted fresh and the service is very good. When dining don't miss trying the baklava with vanilla ice cream. It's not to be missed and tastes really good. I will keep returning when visiting Istanbul.More",5
588,MUST VISIT,"We came here twice because on our first visit we only tried one menu since we are still full from our previous meal. On both visit, we ordered an onion flower, the first one sure tasted better because the second one is very oily I...can feel it on my throat, we didnt finish that. Moving on, overall we tried three courses:
1. Kuzu kafes (lamb) --> you got the slicing show if u order this 
2. Dana kaburga
3. Nusret special (if im not mistaken)

I think dana kaburga and nusret special are my two favs and will def order again if i come back to turkey. Both meet are SUPER SOFT, i didnt even use the knife to cut it!! But I think my best choice would be the nusret special because it is less oily and how its mixed with the bread and the smell of the butter is a perfect combination!! Also, I saw a lot of people ordering it so it must be one of their specials. of course we closed our meal with baklava!! this is my fav baklava out of many baklavas i tried in turkey, combined with the ice cream ugh so good and fresh!! I went there twice (weekdays tho) and no queue (the place is huge, the one near grand bazar)!! Plus value because the waiters are handy and fast so your table will not be dirty. 

I def recommend everyone to try this!! i think the price is still reasonable (they have variety of price) considering how good the food is and the overall experience.More",5
589,dinner twice - once near the Grand Bazar outlet and next at the main Nusret,"Food at the Grand Bazar outlet was wonderful (true to the old Nusret I knew) as was the service - the time and attention and recommendations was so good. The only downside is they dont serve liquor. At the main Nusret, it is a herding...of people - poor service and no time for the guests. One is made to feel lucky to have been given a table and food. The main Nusret I knew from yester years was one of excellent food and service and welcoming. Recommend go to the smaller Nusret outlets - will be very good and usually u will not have to make a reservation though advance reservation is recommended. .More",4
590,Steaklovers destination,"My experience at Nusr-et was really good. Nice welcoming, friendly staff. Food made to our liking. The Şaşlık was super tasty and fresh.",5
591,Tasty!!! Delicious!!!,"They make the best hamburger in Istanbul!
Price is not expensive
I would visit it again 
I visit the grand bazar restaurant",5
592,Excellent for just one try,"It was my second time in Nusret.
I should confess that the first time was more attractive to me.
First time I went there, the atmosphere and style caught my eye . I had fun and of course the quality of food was good.
This...time I focus  on quality .
My steak was still was good but just good and very expensive for istanbul.
I recommend this restaurant highly for just one visit which is worthy to seeMore",4
593,Way better than expected!!,"Although I was afraid that it would be a rather overrated restaurant, it was excellent. The food was delicious, and the service exceptional. It was crowded, but somehow the stuff managed to find a table for everyone in a few minutes.
The meat was great,...and the fried onion the waiter proposed was delicious (definitely try it if you're going).More",5
594,Real good!,We had a lovely night out in the city and this restaurant was soo good. It was crowded and full of energy and we really loved it. Definitely recommend this restaurant to everyone.,5
595,what a disgrace,The prices have doubled up while the quantity  and quality of the food deteriorated. DISAPPOINTED 😡😡,2
596,Way overrated!,Despite the hype and the great ambience the food was quite overrated! The meat was too fatty and was not properly cooked to our order. The service was great and the team were super helpful and friendly.,3
597,Great Dining Experience,"I have visited Nusret inside the Grand Bazaar and also at the main location in Istanbul. Each time I have visited these restaurants I have never left disappointed. We have tried the lamb chops with fries, a steak dish, a hamburger, salad, etc. Everything has...always tasted fresh and the service is very good. When dining don't miss trying the baklava with vanilla ice cream. It's not to be missed and tastes really good. I will keep returning when visiting Istanbul.More",5
598,MUST VISIT,"We came here twice because on our first visit we only tried one menu since we are still full from our previous meal. On both visit, we ordered an onion flower, the first one sure tasted better because the second one is very oily I...can feel it on my throat, we didnt finish that. Moving on, overall we tried three courses:
1. Kuzu kafes (lamb) --> you got the slicing show if u order this 
2. Dana kaburga
3. Nusret special (if im not mistaken)

I think dana kaburga and nusret special are my two favs and will def order again if i come back to turkey. Both meet are SUPER SOFT, i didnt even use the knife to cut it!! But I think my best choice would be the nusret special because it is less oily and how its mixed with the bread and the smell of the butter is a perfect combination!! Also, I saw a lot of people ordering it so it must be one of their specials. of course we closed our meal with baklava!! this is my fav baklava out of many baklavas i tried in turkey, combined with the ice cream ugh so good and fresh!! I went there twice (weekdays tho) and no queue (the place is huge, the one near grand bazar)!! Plus value because the waiters are handy and fast so your table will not be dirty. 

I def recommend everyone to try this!! i think the price is still reasonable (they have variety of price) considering how good the food is and the overall experience.More",5
599,dinner twice - once near the Grand Bazar outlet and next at the main Nusret,"Food at the Grand Bazar outlet was wonderful (true to the old Nusret I knew) as was the service - the time and attention and recommendations was so good. The only downside is they dont serve liquor. At the main Nusret, it is a herding...of people - poor service and no time for the guests. One is made to feel lucky to have been given a table and food. The main Nusret I knew from yester years was one of excellent food and service and welcoming. Recommend go to the smaller Nusret outlets - will be very good and usually u will not have to make a reservation though advance reservation is recommended. .More",4
600,Steaklovers destination,"My experience at Nusr-et was really good. Nice welcoming, friendly staff. Food made to our liking. The Şaşlık was super tasty and fresh.",5
601,Tasty!!! Delicious!!!,"They make the best hamburger in Istanbul!
Price is not expensive
I would visit it again 
I visit the grand bazar restaurant",5
602,Excellent for just one try,"It was my second time in Nusret.
I should confess that the first time was more attractive to me.
First time I went there, the atmosphere and style caught my eye . I had fun and of course the quality of food was good.
This...time I focus  on quality .
My steak was still was good but just good and very expensive for istanbul.
I recommend this restaurant highly for just one visit which is worthy to seeMore",4
603,Way better than expected!!,"Although I was afraid that it would be a rather overrated restaurant, it was excellent. The food was delicious, and the service exceptional. It was crowded, but somehow the stuff managed to find a table for everyone in a few minutes.
The meat was great,...and the fried onion the waiter proposed was delicious (definitely try it if you're going).More",5
604,Real good!,We had a lovely night out in the city and this restaurant was soo good. It was crowded and full of energy and we really loved it. Definitely recommend this restaurant to everyone.,5
605,what a disgrace,The prices have doubled up while the quantity  and quality of the food deteriorated. DISAPPOINTED 😡😡,2
606,Way overrated!,Despite the hype and the great ambience the food was quite overrated! The meat was too fatty and was not properly cooked to our order. The service was great and the team were super helpful and friendly.,3
607,Great Dining Experience,"I have visited Nusret inside the Grand Bazaar and also at the main location in Istanbul. Each time I have visited these restaurants I have never left disappointed. We have tried the lamb chops with fries, a steak dish, a hamburger, salad, etc. Everything has...always tasted fresh and the service is very good. When dining don't miss trying the baklava with vanilla ice cream. It's not to be missed and tastes really good. I will keep returning when visiting Istanbul.More",5
608,MUST VISIT,"We came here twice because on our first visit we only tried one menu since we are still full from our previous meal. On both visit, we ordered an onion flower, the first one sure tasted better because the second one is very oily I...can feel it on my throat, we didnt finish that. Moving on, overall we tried three courses:
1. Kuzu kafes (lamb) --> you got the slicing show if u order this 
2. Dana kaburga
3. Nusret special (if im not mistaken)

I think dana kaburga and nusret special are my two favs and will def order again if i come back to turkey. Both meet are SUPER SOFT, i didnt even use the knife to cut it!! But I think my best choice would be the nusret special because it is less oily and how its mixed with the bread and the smell of the butter is a perfect combination!! Also, I saw a lot of people ordering it so it must be one of their specials. of course we closed our meal with baklava!! this is my fav baklava out of many baklavas i tried in turkey, combined with the ice cream ugh so good and fresh!! I went there twice (weekdays tho) and no queue (the place is huge, the one near grand bazar)!! Plus value because the waiters are handy and fast so your table will not be dirty. 

I def recommend everyone to try this!! i think the price is still reasonable (they have variety of price) considering how good the food is and the overall experience.More",5
609,dinner twice - once near the Grand Bazar outlet and next at the main Nusret,"Food at the Grand Bazar outlet was wonderful (true to the old Nusret I knew) as was the service - the time and attention and recommendations was so good. The only downside is they dont serve liquor. At the main Nusret, it is a herding...of people - poor service and no time for the guests. One is made to feel lucky to have been given a table and food. The main Nusret I knew from yester years was one of excellent food and service and welcoming. Recommend go to the smaller Nusret outlets - will be very good and usually u will not have to make a reservation though advance reservation is recommended. .More",4
610,Steaklovers destination,"My experience at Nusr-et was really good. Nice welcoming, friendly staff. Food made to our liking. The Şaşlık was super tasty and fresh.",5
611,Tasty!!! Delicious!!!,"They make the best hamburger in Istanbul!
Price is not expensive
I would visit it again 
I visit the grand bazar restaurant",5
612,Excellent for just one try,"It was my second time in Nusret.
I should confess that the first time was more attractive to me.
First time I went there, the atmosphere and style caught my eye . I had fun and of course the quality of food was good.
This...time I focus  on quality .
My steak was still was good but just good and very expensive for istanbul.
I recommend this restaurant highly for just one visit which is worthy to seeMore",4
613,Way better than expected!!,"Although I was afraid that it would be a rather overrated restaurant, it was excellent. The food was delicious, and the service exceptional. It was crowded, but somehow the stuff managed to find a table for everyone in a few minutes.
The meat was great,...and the fried onion the waiter proposed was delicious (definitely try it if you're going).More",5
614,Real good!,We had a lovely night out in the city and this restaurant was soo good. It was crowded and full of energy and we really loved it. Definitely recommend this restaurant to everyone.,5
615,what a disgrace,The prices have doubled up while the quantity  and quality of the food deteriorated. DISAPPOINTED 😡😡,2
616,Way overrated!,Despite the hype and the great ambience the food was quite overrated! The meat was too fatty and was not properly cooked to our order. The service was great and the team were super helpful and friendly.,3
617,Great Dining Experience,"I have visited Nusret inside the Grand Bazaar and also at the main location in Istanbul. Each time I have visited these restaurants I have never left disappointed. We have tried the lamb chops with fries, a steak dish, a hamburger, salad, etc. Everything has...always tasted fresh and the service is very good. When dining don't miss trying the baklava with vanilla ice cream. It's not to be missed and tastes really good. I will keep returning when visiting Istanbul.More",5
618,MUST VISIT,"We came here twice because on our first visit we only tried one menu since we are still full from our previous meal. On both visit, we ordered an onion flower, the first one sure tasted better because the second one is very oily I...can feel it on my throat, we didnt finish that. Moving on, overall we tried three courses:
1. Kuzu kafes (lamb) --> you got the slicing show if u order this 
2. Dana kaburga
3. Nusret special (if im not mistaken)

I think dana kaburga and nusret special are my two favs and will def order again if i come back to turkey. Both meet are SUPER SOFT, i didnt even use the knife to cut it!! But I think my best choice would be the nusret special because it is less oily and how its mixed with the bread and the smell of the butter is a perfect combination!! Also, I saw a lot of people ordering it so it must be one of their specials. of course we closed our meal with baklava!! this is my fav baklava out of many baklavas i tried in turkey, combined with the ice cream ugh so good and fresh!! I went there twice (weekdays tho) and no queue (the place is huge, the one near grand bazar)!! Plus value because the waiters are handy and fast so your table will not be dirty. 

I def recommend everyone to try this!! i think the price is still reasonable (they have variety of price) considering how good the food is and the overall experience.More",5
619,dinner twice - once near the Grand Bazar outlet and next at the main Nusret,"Food at the Grand Bazar outlet was wonderful (true to the old Nusret I knew) as was the service - the time and attention and recommendations was so good. The only downside is they dont serve liquor. At the main Nusret, it is a herding...of people - poor service and no time for the guests. One is made to feel lucky to have been given a table and food. The main Nusret I knew from yester years was one of excellent food and service and welcoming. Recommend go to the smaller Nusret outlets - will be very good and usually u will not have to make a reservation though advance reservation is recommended. .More",4
620,Steaklovers destination,"My experience at Nusr-et was really good. Nice welcoming, friendly staff. Food made to our liking. The Şaşlık was super tasty and fresh.",5
621,Tasty!!! Delicious!!!,"They make the best hamburger in Istanbul!
Price is not expensive
I would visit it again 
I visit the grand bazar restaurant",5
622,Excellent for just one try,"It was my second time in Nusret.
I should confess that the first time was more attractive to me.
First time I went there, the atmosphere and style caught my eye . I had fun and of course the quality of food was good.
This...time I focus  on quality .
My steak was still was good but just good and very expensive for istanbul.
I recommend this restaurant highly for just one visit which is worthy to seeMore",4
623,Way better than expected!!,"Although I was afraid that it would be a rather overrated restaurant, it was excellent. The food was delicious, and the service exceptional. It was crowded, but somehow the stuff managed to find a table for everyone in a few minutes.
The meat was great,...and the fried onion the waiter proposed was delicious (definitely try it if you're going).More",5
624,Real good!,We had a lovely night out in the city and this restaurant was soo good. It was crowded and full of energy and we really loved it. Definitely recommend this restaurant to everyone.,5
625,what a disgrace,The prices have doubled up while the quantity  and quality of the food deteriorated. DISAPPOINTED 😡😡,2
626,Way overrated!,Despite the hype and the great ambience the food was quite overrated! The meat was too fatty and was not properly cooked to our order. The service was great and the team were super helpful and friendly.,3
627,Great Dining Experience,"I have visited Nusret inside the Grand Bazaar and also at the main location in Istanbul. Each time I have visited these restaurants I have never left disappointed. We have tried the lamb chops with fries, a steak dish, a hamburger, salad, etc. Everything has...always tasted fresh and the service is very good. When dining don't miss trying the baklava with vanilla ice cream. It's not to be missed and tastes really good. I will keep returning when visiting Istanbul.More",5
628,MUST VISIT,"We came here twice because on our first visit we only tried one menu since we are still full from our previous meal. On both visit, we ordered an onion flower, the first one sure tasted better because the second one is very oily I...can feel it on my throat, we didnt finish that. Moving on, overall we tried three courses:
1. Kuzu kafes (lamb) --> you got the slicing show if u order this 
2. Dana kaburga
3. Nusret special (if im not mistaken)

I think dana kaburga and nusret special are my two favs and will def order again if i come back to turkey. Both meet are SUPER SOFT, i didnt even use the knife to cut it!! But I think my best choice would be the nusret special because it is less oily and how its mixed with the bread and the smell of the butter is a perfect combination!! Also, I saw a lot of people ordering it so it must be one of their specials. of course we closed our meal with baklava!! this is my fav baklava out of many baklavas i tried in turkey, combined with the ice cream ugh so good and fresh!! I went there twice (weekdays tho) and no queue (the place is huge, the one near grand bazar)!! Plus value because the waiters are handy and fast so your table will not be dirty. 

I def recommend everyone to try this!! i think the price is still reasonable (they have variety of price) considering how good the food is and the overall experience.More",5
629,dinner twice - once near the Grand Bazar outlet and next at the main Nusret,"Food at the Grand Bazar outlet was wonderful (true to the old Nusret I knew) as was the service - the time and attention and recommendations was so good. The only downside is they dont serve liquor. At the main Nusret, it is a herding...of people - poor service and no time for the guests. One is made to feel lucky to have been given a table and food. The main Nusret I knew from yester years was one of excellent food and service and welcoming. Recommend go to the smaller Nusret outlets - will be very good and usually u will not have to make a reservation though advance reservation is recommended. .More",4
630,Steaklovers destination,"My experience at Nusr-et was really good. Nice welcoming, friendly staff. Food made to our liking. The Şaşlık was super tasty and fresh.",5
631,Tasty!!! Delicious!!!,"They make the best hamburger in Istanbul!
Price is not expensive
I would visit it again 
I visit the grand bazar restaurant",5
632,Excellent for just one try,"It was my second time in Nusret.
I should confess that the first time was more attractive to me.
First time I went there, the atmosphere and style caught my eye . I had fun and of course the quality of food was good.
This...time I focus  on quality .
My steak was still was good but just good and very expensive for istanbul.
I recommend this restaurant highly for just one visit which is worthy to seeMore",4
633,Way better than expected!!,"Although I was afraid that it would be a rather overrated restaurant, it was excellent. The food was delicious, and the service exceptional. It was crowded, but somehow the stuff managed to find a table for everyone in a few minutes.
The meat was great,...and the fried onion the waiter proposed was delicious (definitely try it if you're going).More",5
634,Real good!,We had a lovely night out in the city and this restaurant was soo good. It was crowded and full of energy and we really loved it. Definitely recommend this restaurant to everyone.,5
635,what a disgrace,The prices have doubled up while the quantity  and quality of the food deteriorated. DISAPPOINTED 😡😡,2
636,Way overrated!,Despite the hype and the great ambience the food was quite overrated! The meat was too fatty and was not properly cooked to our order. The service was great and the team were super helpful and friendly.,3
637,Great Dining Experience,"I have visited Nusret inside the Grand Bazaar and also at the main location in Istanbul. Each time I have visited these restaurants I have never left disappointed. We have tried the lamb chops with fries, a steak dish, a hamburger, salad, etc. Everything has...always tasted fresh and the service is very good. When dining don't miss trying the baklava with vanilla ice cream. It's not to be missed and tastes really good. I will keep returning when visiting Istanbul.More",5
638,MUST VISIT,"We came here twice because on our first visit we only tried one menu since we are still full from our previous meal. On both visit, we ordered an onion flower, the first one sure tasted better because the second one is very oily I...can feel it on my throat, we didnt finish that. Moving on, overall we tried three courses:
1. Kuzu kafes (lamb) --> you got the slicing show if u order this 
2. Dana kaburga
3. Nusret special (if im not mistaken)

I think dana kaburga and nusret special are my two favs and will def order again if i come back to turkey. Both meet are SUPER SOFT, i didnt even use the knife to cut it!! But I think my best choice would be the nusret special because it is less oily and how its mixed with the bread and the smell of the butter is a perfect combination!! Also, I saw a lot of people ordering it so it must be one of their specials. of course we closed our meal with baklava!! this is my fav baklava out of many baklavas i tried in turkey, combined with the ice cream ugh so good and fresh!! I went there twice (weekdays tho) and no queue (the place is huge, the one near grand bazar)!! Plus value because the waiters are handy and fast so your table will not be dirty. 

I def recommend everyone to try this!! i think the price is still reasonable (they have variety of price) considering how good the food is and the overall experience.More",5
639,dinner twice - once near the Grand Bazar outlet and next at the main Nusret,"Food at the Grand Bazar outlet was wonderful (true to the old Nusret I knew) as was the service - the time and attention and recommendations was so good. The only downside is they dont serve liquor. At the main Nusret, it is a herding...of people - poor service and no time for the guests. One is made to feel lucky to have been given a table and food. The main Nusret I knew from yester years was one of excellent food and service and welcoming. Recommend go to the smaller Nusret outlets - will be very good and usually u will not have to make a reservation though advance reservation is recommended. .More",4
640,Steaklovers destination,"My experience at Nusr-et was really good. Nice welcoming, friendly staff. Food made to our liking. The Şaşlık was super tasty and fresh.",5
641,Tasty!!! Delicious!!!,"They make the best hamburger in Istanbul!
Price is not expensive
I would visit it again 
I visit the grand bazar restaurant",5
642,Excellent for just one try,"It was my second time in Nusret.
I should confess that the first time was more attractive to me.
First time I went there, the atmosphere and style caught my eye . I had fun and of course the quality of food was good.
This...time I focus  on quality .
My steak was still was good but just good and very expensive for istanbul.
I recommend this restaurant highly for just one visit which is worthy to seeMore",4
643,Way better than expected!!,"Although I was afraid that it would be a rather overrated restaurant, it was excellent. The food was delicious, and the service exceptional. It was crowded, but somehow the stuff managed to find a table for everyone in a few minutes.
The meat was great,...and the fried onion the waiter proposed was delicious (definitely try it if you're going).More",5
644,Real good!,We had a lovely night out in the city and this restaurant was soo good. It was crowded and full of energy and we really loved it. Definitely recommend this restaurant to everyone.,5
645,what a disgrace,The prices have doubled up while the quantity  and quality of the food deteriorated. DISAPPOINTED 😡😡,2
646,Way overrated!,Despite the hype and the great ambience the food was quite overrated! The meat was too fatty and was not properly cooked to our order. The service was great and the team were super helpful and friendly.,3
647,Great Dining Experience,"I have visited Nusret inside the Grand Bazaar and also at the main location in Istanbul. Each time I have visited these restaurants I have never left disappointed. We have tried the lamb chops with fries, a steak dish, a hamburger, salad, etc. Everything has...always tasted fresh and the service is very good. When dining don't miss trying the baklava with vanilla ice cream. It's not to be missed and tastes really good. I will keep returning when visiting Istanbul.More",5
648,MUST VISIT,"We came here twice because on our first visit we only tried one menu since we are still full from our previous meal. On both visit, we ordered an onion flower, the first one sure tasted better because the second one is very oily I...can feel it on my throat, we didnt finish that. Moving on, overall we tried three courses:
1. Kuzu kafes (lamb) --> you got the slicing show if u order this 
2. Dana kaburga
3. Nusret special (if im not mistaken)

I think dana kaburga and nusret special are my two favs and will def order again if i come back to turkey. Both meet are SUPER SOFT, i didnt even use the knife to cut it!! But I think my best choice would be the nusret special because it is less oily and how its mixed with the bread and the smell of the butter is a perfect combination!! Also, I saw a lot of people ordering it so it must be one of their specials. of course we closed our meal with baklava!! this is my fav baklava out of many baklavas i tried in turkey, combined with the ice cream ugh so good and fresh!! I went there twice (weekdays tho) and no queue (the place is huge, the one near grand bazar)!! Plus value because the waiters are handy and fast so your table will not be dirty. 

I def recommend everyone to try this!! i think the price is still reasonable (they have variety of price) considering how good the food is and the overall experience.More",5
649,dinner twice - once near the Grand Bazar outlet and next at the main Nusret,"Food at the Grand Bazar outlet was wonderful (true to the old Nusret I knew) as was the service - the time and attention and recommendations was so good. The only downside is they dont serve liquor. At the main Nusret, it is a herding...of people - poor service and no time for the guests. One is made to feel lucky to have been given a table and food. The main Nusret I knew from yester years was one of excellent food and service and welcoming. Recommend go to the smaller Nusret outlets - will be very good and usually u will not have to make a reservation though advance reservation is recommended. .More",4
650,Steaklovers destination,"My experience at Nusr-et was really good. Nice welcoming, friendly staff. Food made to our liking. The Şaşlık was super tasty and fresh.",5
651,Tasty!!! Delicious!!!,"They make the best hamburger in Istanbul!
Price is not expensive
I would visit it again 
I visit the grand bazar restaurant",5
652,Excellent for just one try,"It was my second time in Nusret.
I should confess that the first time was more attractive to me.
First time I went there, the atmosphere and style caught my eye . I had fun and of course the quality of food was good.
This...time I focus  on quality .
My steak was still was good but just good and very expensive for istanbul.
I recommend this restaurant highly for just one visit which is worthy to seeMore",4
653,Way better than expected!!,"Although I was afraid that it would be a rather overrated restaurant, it was excellent. The food was delicious, and the service exceptional. It was crowded, but somehow the stuff managed to find a table for everyone in a few minutes.
The meat was great,...and the fried onion the waiter proposed was delicious (definitely try it if you're going).More",5
654,Real good!,We had a lovely night out in the city and this restaurant was soo good. It was crowded and full of energy and we really loved it. Definitely recommend this restaurant to everyone.,5
655,what a disgrace,The prices have doubled up while the quantity  and quality of the food deteriorated. DISAPPOINTED 😡😡,2
656,Way overrated!,Despite the hype and the great ambience the food was quite overrated! The meat was too fatty and was not properly cooked to our order. The service was great and the team were super helpful and friendly.,3
657,Great Dining Experience,"I have visited Nusret inside the Grand Bazaar and also at the main location in Istanbul. Each time I have visited these restaurants I have never left disappointed. We have tried the lamb chops with fries, a steak dish, a hamburger, salad, etc. Everything has...always tasted fresh and the service is very good. When dining don't miss trying the baklava with vanilla ice cream. It's not to be missed and tastes really good. I will keep returning when visiting Istanbul.More",5
